Date,Store ID,Code,Article Number,Name,aisle,Brand,Package Size,Price,Unit,Sale Type
20231003,1302,21309894_EA,21309894,Lemon Fresh Dishwashing Liquid ,Household Supplies,No Name,800 ml,2.29,ea,REGULAR
20231003,1302,20718113_EA,20718113,Blueberry Pie Filling,Not Available,No Name,540 ml,5.49,ea,REGULAR
20231003,1302,20725513_EA,20725513,Deluxe Duster Refills,Household Supplies,No Name,10 ea,7.99,ea,REGULAR
20231003,1302,20671326_EA,20671326,Sliced Pears in Fruit Juice from Concentrate,Not Available,No Name,540 ml,3.99,ea,REGULAR
20231003,1302,21291284_EA,21291284,Microwave Butter Flavour Popcorn,"Snacks, Chips & Candy",No Name,822 g,4.99,ea,REGULAR
20231003,1302,20944462001_EA,20944462001,Naturally Imperfect Potatoes 15lb,Fruits & Vegetables,No Name,6804 g,6.0,ea,REGULAR
20231003,1302,20013437002_EA,20013437002,"Baking Cups, Giant White, 50-Pack",Household Supplies,No Name,1 ea,2.0,ea,REGULAR
20231003,1302,20312587_EA,20312587,Mixed Vegetables,Not Available,No Name,398 ml,1.29,ea,REGULAR
20231003,1302,21425519_EA,21425519,Kitchen Garbage Bags Quick-Tie Regular 21 L Club Size 100 Bags,Household Supplies,No Name,100 ea,7.99,ea,REGULAR
20231003,1302,21097615_EA,21097615,Crushed Pineapple in Pineapple Juice,Not Available,No Name,540 ml,1.79,ea,REGULAR
20231003,1306,21309894_EA,21309894,Lemon Fresh Dishwashing Liquid ,Household Supplies,No Name,800 ml,2.29,ea,REGULAR
20231003,1306,20325263_EA,20325263,Polskie Ogórki Dill Pickles,Not Available,No Name,1 l,3.29,ea,REGULAR
20231003,1306,21207731_EA,21207731,Fresh Disinfectant All-Purpose Cleaner,Household Supplies,No Name,1.3 l,3.0,ea,REGULAR
20231003,1306,20554593_EA,20554593,Dark Red Kidney Beans,Not Available,No Name,540 ml,1.49,ea,REGULAR
20231003,1306,21297780_EA,21297780,Original English Muffins,Bakery,No Name,342 g,1.99,ea,REGULAR
20231003,1306,21302946_EA,21302946,Salt & Vinegar Potato Chips,"Snacks, Chips & Candy",No Name,200 g,1.49,ea,REGULAR
20231003,1306,20099523_EA,20099523,100% Pure Sunflower Oil,Not Available,No Name,946 ml,7.49,ea,REGULAR
20231003,1306,21124487001_EA,21124487001,Naturally Imperfect Lemons 3lb Bag,Fruits & Vegetables,No Name,1.36 kg,6.0,ea,REGULAR
20231003,1306,20161576_EA,20161576,"Lemon Scent Dirt Release Powder Laundry Detergent, Club Pack",Household Supplies,No Name,14.5 kg,23.99,ea,REGULAR
20231003,1306,20114154_EA,20114154,Beef Burger 4 Oz,Frozen,No Name,1.36 kg,15.99,ea,REGULAR
20231003,1306,20114154_EA,20114154,Beef Burger 4 Oz,Frozen,No Name,1.36 kg,15.99,ea,REGULAR
20231003,1306,20052038_EA,20052038,Pasteurized Instant Skim Milk Powder,Drinks,No Name,2.5 kg,25.49,ea,REGULAR
20231003,1306,20618033_EA,20618033,Ground Cumin,Not Available,No Name,97 g,2.49,ea,REGULAR
20231003,1306,20773653_EA,20773653,Beef Bones Dog Treats,Pet Supplies,No Name,1 ea,6.79,ea,REGULAR
20231003,1306,20325921004_EA,20325921004,Lentils,Not Available,No Name,540 ml,1.49,ea,REGULAR
20231003,1306,20572093001_EA,20572093001,"Wafers, Cocoa","Snacks, Chips & Candy",No Name,175 g,1.69,ea,REGULAR
20231003,1306,20024033_EA,20024033,Disinfectant Toilet Bowl Cleaner,Household Supplies,No Name,710 ml,3.0,ea,REGULAR
20231003,1306,21425519_EA,21425519,Kitchen Garbage Bags Quick-Tie Regular 21 L Club Size 100 Bags,Household Supplies,No Name,100 ea,7.99,ea,REGULAR
20231003,1306,20085278_EA,20085278,Household Cleanser With Bleach ,Household Supplies,No Name,400 g,1.0,ea,REGULAR
20231003,1312,21158728_EA,21158728,No Frills Grocery Reusable Bag,Home & Kitchen,No Name,1 ea,2.0,ea,REGULAR
20231003,1312,20318062002_EA,20318062002,Barbecue Blanched Peanuts,"Snacks, Chips & Candy",No Name,500 g,3.99,ea,REGULAR
20231003,1312,20060473_EA,20060473,Pure White Vinegar,Not Available,No Name,1 l,1.79,ea,REGULAR
